icao,iata,name,city,country,latitude,longitude,timezone
SBLO,LDB,Governador Jose Richa Airport,Londrina,BR,-23.3335990906,-51.1301002502,America/Sao_Paulo
SBLP,LAZ,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,BR,-13.2621002197,-43.4081001282,America/Bahia
SBMA,MAB,Maraba Airport,Maraba,BR,-5.3685898781,-49.1380004883,America/Belem
SBMC,MQH,Minacu Airport,Minacu,BR,-13.5490999222,-48.1953010559,America/Sao_Paulo
SBMD,MEU,Monte Dourado Airport,Almeirim,BR,-0.8898389935,-52.6021995544,America/Santarem
SBME,MEA,Macae Airport,Macae,BR,-22.343000412,-41.7659988403,America/Sao_Paulo
SBMG,MGF,Regional de Maringa - Silvio Nane Junior Airport,Maringa,BR,-23.4794445038,-52.01222229,America/Sao_Paulo
SBMK,MOC,Mario Ribeiro Airport,Montes Claros,BR,-16.7068996429,-43.818901062,America/Sao_Paulo
SBML,MII,Marilia Airport,Marilia,BR,-22.1968994141,-49.926399231,America/Sao_Paulo
SBMN,PLL,Ponta Pelada Airport,Manaus,BR,-3.1460399628,-59.9863014221,America/Manaus
SBMO,MCZ,Zumbi dos Palmares Airport,Maceio,BR,-9.5108098984,-35.7916984558,America/Maceio
SBMQ,MCP,Alberto Alcolumbre Airport,Macapa,BR,0.0506640002,-51.0722007751,America/Belem
SBMS,MVF,Dix-Sept Rosado Airport,Mossoro,BR,-5.2019200325,-37.3642997742,America/Fortaleza
SBMT,SAO,Campo de Marte Airport,Sao Paulo,BR,-23.5090999603,-46.6377983093,America/Sao_Paulo
SBMY,MNX,Manicore Airport,Manicore,BR,-5.8113799095,-61.278301239,America/Manaus
SBNF,NVT,Ministro Victor Konder International Airport,Navegantes,BR,-26.8799991608,-48.6514015198,America/Sao_Paulo
SBNM,GEL,Santo Angelo Airport,Santo Angelo,BR,-28.2817001343,-54.1691017151,America/Sao_Paulo
SBOI,OYK,Oiapoque Airport,Oiapoque,BR,3.8554899693,-51.7969017029,America/Belem
SBPA,POA,Salgado Filho Airport,Porto Alegre,BR,-29.9944000244,-51.1713981628,America/Sao_Paulo
SBPB,PHB,Prefeito Doutor Joao Silva Filho Airport,Parnaiba,BR,-2.8937499523,-41.7319984436,America/Fortaleza
SBPC,POO,Pocos de Caldas Airport,Pocos De Caldas,BR,-21.843000412,-46.5679016113,America/Sao_Paulo
SBPF,PFB,Lauro Kurtz Airport,Passo Fundo,BR,-28.2439994812,-52.3265991211,America/Sao_Paulo
SBPJ,PMW,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,-10.2915000916,-48.3569984436,America/Araguaina
SBPK,PET,Pelotas Airport,Pelotas,BR,-31.7183990479,-52.3277015686,America/Sao_Paulo
SBPL,PNZ,Senador Nilo Coelho Airport,Petrolina,BR,-9.3624095917,-40.5690994263,America/Recife
SBPN,PNB,Porto Nacional Airport,Porto Nacional,BR,-10.7194004059,-48.3997001648,America/Araguaina
SBPP,PMG,Ponta Pora Airport,Ponta Pora,BR,-22.5496006012,-55.7025985718,America/Asuncion
SBPS,BPS,Porto Seguro Airport,Porto Seguro,BR,-16.4386005402,-39.0808982849,America/Bahia
SBPV,PVH,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,BR,-8.7092895508,-63.9023017883,America/Porto_Velho
SBRB,RBR,Placido de Castro Airport,Rio Branco,BR,-9.868888855,-67.8980560303,America/Rio_Branco
SBRF,REC,Guararapes - Gilberto Freyre International Airport,Recife,BR,-8.1264896393,-34.9235992432,America/Recife
SBRJ,SDU,Santos Dumont Airport,Rio De Janeiro,BR,-22.9104995728,-43.1631011963,America/Sao_Paulo
SBRP,RAO,Leite Lopes Airport,Ribeirao Preto,BR,-21.1363887787,-47.7766685486,America/Sao_Paulo
SBRR,BRB,Barreirinhas Airport,Unknown,BR,-2.7555555556,-42.81,America/Fortaleza
SBSC,SNZ,Santa Cruz Airport,Rio De Janeiro,BR,-22.9323997498,-43.7191009521,America/Sao_Paulo
SBSG,NAT,Greater Natal International Airport,Sao Goncalo Do Amarante,BR,-5.7698,-35.36658,America/Fortaleza
SBSJ,SJK,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,BR,-23.2292003632,-45.8614997864,America/Sao_Paulo
SBSL,SLZ,Marechal Cunha Machado International Airport,Sao Luis,BR,-2.5853600502,-44.2341003418,America/Fortaleza
SBSM,RIA,Santa Maria Airport,Santa Maria,BR,-29.7113990784,-53.6882019043,America/Sao_Paulo
SBSN,STM,Maestro Wilson Fonseca Airport,Santarem,BR,-2.4247219563,-54.7858314514,America/Santarem
SBSP,CGH,Congonhas Airport,Sao Paulo,BR,-23.6261100769,-46.6563873291,America/Sao_Paulo
SBSR,SJP,Sao Jose do Rio Preto Airport,Sao Jose Do Rio Preto,BR,-20.8166007996,-49.40650177,America/Sao_Paulo
SBST,SSZ,Base Aerea de Santos Airport,Guaruja,BR,-23.9280567169,-46.2997207642,America/Sao_Paulo
SBSV,SSA,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,-12.908623960607166,-38.3228798872924,America/Bahia
SBTA,QHP,Base de Aviacao de Taubate Airport,Taubate,BR,-23.0401000977,-45.5159988403,America/Sao_Paulo
SBTB,TMT,Trombetas Airport,Oriximina,BR,-1.4895999432,-56.3968009949,America/Santarem
SBTC,UNA,Hotel Transamerica Airport,Una,BR,-15.3551998138,-38.9990005493,America/Bahia
SBTD,TOW,Toledo Airport,Toledo,BR,-24.6863002777,-53.6974983215,America/Sao_Paulo
SBTE,THE,Senador Petronio Portela Airport,Teresina,BR,-5.0599398613,-42.8235015869,America/Fortaleza
SBTF,TFF,Tefe Airport,Tefe,BR,-3.3829400539,-64.7240982056,America/Manaus
SBTG,TJL,Plinio Alarcom Airport,Tres Lagoas,BR,-20.754444,-51.683889,America/Campo_Grande
SBTK,TRQ,Tarauaca Airport,Tarauaca,BR,-8.1552600861,-70.7833023071,America/Rio_Branco
SBTL,TEC,Telemaco Borba Airport,Telemaco Borba,BR,-24.3178005219,-50.651599884,America/Sao_Paulo
SBTT,TBT,Tabatinga Airport,Tabatinga,BR,-4.2556700706,-69.935798645,America/Bogota
SBTU,TUR,Tucurui Airport,Tucurui,BR,-3.7860100269,-49.7202987671,America/Belem
SBUA,SJL,Sao Gabriel da Cachoeira Airport,Sao Gabriel Da Cachoeira,BR,-0.14835,-66.9855,America/Manaus
SBUF,PAV,Paulo Afonso Airport,Paulo Afonso,BR,-9.4008798599,-38.2505989075,America/Bahia
SBUG,URG,Rubem Berta Airport,Uruguaiana,BR,-29.7821998596,-57.0382003784,America/Sao_Paulo
SBUL,UDI,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,BR,-18.8836116791,-48.225276947,America/Sao_Paulo
SBUR,UBA,Mario de Almeida Franco Airport,Uberaba,BR,-19.7647228241,-47.9661102295,America/Sao_Paulo
SBVC,VDC,Glauber Rocha Airport,Vitória da Conquista,BR,-14.907778,-40.914722,America/Bahia
SBVG,VAG,Major Brigadeiro Trompowsky Airport,Varginha,BR,-21.5900993347,-45.4733009338,America/Sao_Paulo
SBVH,BVH,Vilhena Airport,Vilhena,BR,-12.6943998337,-60.0983009338,America/Porto_Velho
SBVT,VIX,Eurico de Aguiar Salles Airport,Vitoria,BR,-20.2580566406,-40.2863883972,America/Sao_Paulo
SBYS,QPS,Campo Fontenelle Airport,Pirassununga,BR,-21.9846000671,-47.3348007202,America/Sao_Paulo
SBZM,IZA,Zona da Mata Regional Airport,Juiz De Fora,BR,-21.5130558014,-43.1730575562,America/Sao_Paulo
SCAC,ZUD,Pupelde Airport,Ancud,CL,-41.9039001465,-73.7966995239,America/Santiago
SCAN,LOB,San Rafael Airport,Los Andes,CL,-32.814201355,-70.646697998,America/Santiago
SCAP,WAP,Alto Palena Airport,Alto Palena,CL,-43.6119003296,-71.806098938,America/Santiago
SCAR,ARI,Chacalluta Airport,Arica,CL,-18.3484992981,-70.3386993408,America/Lima
SCAS,WPA,Cabo 1° Juan Roman Airport,Puerto Aysen,CL,-45.3992004395,-72.6703033447,America/Santiago
SCAT,CPO,Desierto de Atacama Airport,Copiapo,CL,-27.2611999512,-70.7791976929,America/Santiago
SCBA,BBA,Balmaceda Airport,Balmaceda,CL,-45.9160995483,-71.6894989014,America/Santiago
SCBE,TOQ,Barriles Airport,Tocopilla,CL,-22.1410999298,-70.0628967285,America/Santiago
SCCC,CCH,Chile Chico Airport,Chile Chico,CL,-46.5833015442,-71.6874008179,America/Santiago
SCCF,CJC,El Loa Airport,Calama,CL,-22.4981994629,-68.9036026001,America/Santiago
SCCH,YAI,Gral. Bernardo O´Higgins Airport,Chillan,CL,-36.5825004578,-72.0314025879,America/Santiago
SCCI,PUQ,Pdte. Carlos Ibanez del Campo Airport,Punta Arenas,CL,-53.0026016235,-70.854598999,America/Punta_Arenas
SCCQ,COW,Tambillos Airport,Coquimbo,CL,-30.198889,-71.246944,America/Santiago
SCCY,GXQ,Teniente Vidal Airport,Coyhaique,CL,-45.5942001343,-72.1061019897,America/Santiago
SCDA,IQQ,Diego Aracena Airport,Iquique,CL,-20.535200119,-70.1812973022,America/Santiago
SCEL,SCL,Comodoro Arturo Merino Benitez International Airport,Santiago,CL,-33.3930015564,-70.7857971191,America/Santiago
SCES,ESR,Ricardo Garcia Posada Airport,El Salvador,CL,-26.3111000061,-69.7651977539,America/Santiago
SCFA,ANF,Cerro Moreno Airport,Antofagasta,CL,-23.4444999695,-70.445098877,America/Santiago
SCFM,WPR,Capitan Fuentes Martinez Airport Airport,Porvenir,CL,-53.2537002563,-70.3191986084,America/Punta_Arenas
SCFR,FRT,Frutillar Airport,Frutillar,CL,-41.1308326721,-73.0647201538,America/Santiago
SCFT,FFU,Futaleufu Airport,Futaleufu,CL,-43.189201355,-71.8510971069,America/Santiago
SCGE,LSQ,Maria Dolores Airport,Los Angeles,CL,-37.4016990662,-72.4253997803,America/Santiago
SCGZ,WPU,Guardiamarina Zanartu Airport,Puerto Williams,CL,-54.931098938,-67.6262969971,America/Argentina/Ushuaia
SCHR,LGR,Cochrane Airport,Cochrane,CL,-47.2438011169,-72.5884017944,America/Santiago
SCIE,CCP,Carriel Sur Airport,Concepcion,CL,-36.7727012634,-73.0631027222,America/Santiago
SCIP,IPC,Mataveri Airport,Isla De Pascua,CL,-27.1648006439,-109.42199707,Pacific/Easter
SCJO,ZOS,Canal Bajo Carlos - Hott Siebert Airport,Osorno,CL,-40.6111984253,-73.0609970093,America/Santiago
SCKP,CPP,Coposa Airport,Pica,CL,-20.7504997253,-68.6835021973,America/Santiago
SCLL,VLR,Vallenar Airport,Vallenar,CL,-28.5963993073,-70.7559967041,America/Santiago
SCLN,ZLR,Municipal de Linares Airport,Linares,CL,-35.8616981506,-71.5485992432,America/Santiago
SCNT,PNT,Tte. Julio Gallardo Airport,Puerto Natales,CL,-51.6715011597,-72.5283966064,America/Punta_Arenas
SCOV,OVL,El Tuqui Airport,Ovalle,CL,-30.5592002869,-71.1755981445,America/Santiago
SCPC,ZPC,Pucon Airport,Pucon,CL,-39.2928009033,-71.9159011841,America/Santiago
SCPQ,MHC,Mocopulli Airport,Dalcahue,CL,-42.340278,-73.715556,America/Santiago
SCPV,PUX,El Mirador Airport,Puerto Varas,CL,-41.3493995667,-72.9467010498,America/Santiago
SCRA,CNR,Chanaral Airport,Chanaral,CL,-26.3325004578,-70.6072998047,America/Santiago
SCRD,VAP,Rodelillo Airport,Vina Del Mar,CL,-33.0680999756,-71.5575027466,America/Santiago
SCRG,QRC,De La Independencia Airport,Rancagua,CL,-34.1736984253,-70.7757034302,America/Santiago
SCRM,TNM,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,AQ,-62.1907997131,-58.9866981506,America/Punta_Arenas
SCSB,SMB,Franco Bianco Airport,Cerro Sombrero,CL,-52.7366981506,-69.3336029053,America/Punta_Arenas
SCSE,LSC,La Florida Airport,La Serena-Coquimbo,CL,-29.9162006378,-71.1995010376,America/Santiago
SCSF,SSD,Victor Lafon Airport,San Felipe,CL,-32.7458000183,-70.7050018311,America/Santiago
SCST,WCA,Gamboa Airport,Castro,CL,-42.4902992249,-73.7727966309,America/Santiago
SCTC,ZCO,Maquehue Airport,Temuco,CL,-38.7667999268,-72.6371002197,America/Santiago
SCTE,PMC,El Tepual Airport,Puerto Montt,CL,-41.4388999939,-73.09400177,America/Santiago
SCTL,TLX,Panguilemo Airport,Talca,CL,-35.3777999878,-71.6016998291,America/Santiago
SCTN,WCH,Chaiten Airport,Chaiten,CL,-42.932800293,-72.6990966797,America/Santiago
SCTO,ZIC,Victoria Airport,Victoria,CL,-38.2456016541,-72.3486022949,America/Santiago
SCTT,TTC,Las Breas Airport,Taltal,CL,-25.5643005371,-70.3759002686,America/Santiago
SCVD,ZAL,Pichoy Airport,Valdivia,CL,-39.6500015259,-73.0860977173,America/Santiago
SCVM,KNA,Vina del mar Airport,Vina Del Mar,CL,-32.9496002197,-71.4785995483,America/Santiago
SDAM,CPQ,Amarais Airport,Campinas,BR,-22.8591995239,-47.1082000732,America/Sao_Paulo
SDBK,QCJ,Botucatu Airport,Botucatu,BR,-22.9395008087,-48.4679985046,America/Sao_Paulo
SDCG,OLC,Senadora Eunice Micheles Airport,Sao Paulo De Olivenca,BR,-3.4679295077,-68.9204120636,America/Manaus
SDCO,SOD,Sorocaba Airport,Sorocaba,BR,-23.4780006409,-47.4900016785,America/Sao_Paulo
SDDR,QDC,Dracena Airport,Dracena,BR,-21.4605007172,-51.6068992615,America/Sao_Paulo
SDJL,JLS,Jales Airport,Jales,BR,-20.2929992676,-50.5463981628,America/Sao_Paulo
SDKK,QOA,Mococa Airport,Mococa,BR,-21.4878005981,-47.0344009399,America/Sao_Paulo
SDLO,PBA,Fazenda Pontal Airport,Cairu,BR,-13.5648002625,-38.9399986267,America/Bahia
SDLP,QGC,Lencois Paulista Airport,Lencois Paulista,BR,-22.5783996582,-48.7746009827,America/Sao_Paulo
SDNY,QNV,Aeroclube Airport,Nova Iguacu,BR,-22.745300293,-43.4603004456,America/Sao_Paulo
SDOU,OUS,Ourinhos Airport,Ourinhos,BR,-22.9664993286,-49.9132995605,America/Sao_Paulo
SDOW,OIA,Ourilandia do Norte Airport,Ourilandia Do Norte,BR,-6.7631001472,-51.0499000549,America/Belem
SDPW,QHB,Piracicaba Airport,Piracicaba,BR,-22.7115001678,-47.6181983948,America/Sao_Paulo
SDRK,QIQ,Rio Claro Airport,Rio Claro,BR,-22.4311008453,-47.564201355,America/Sao_Paulo
SDRR,QVP,Avare-Arandu Airport,Avare,BR,-23.0925006866,-48.9874000549,America/Sao_Paulo
SDRS,QRZ,Resende Airport,Resende,BR,-22.4785003662,-44.4803009033,America/Sao_Paulo
SDSC,QSC,Sao Carlos Airport,Sao Carlos,BR,-21.8754005432,-47.9037017822,America/Sao_Paulo
SDUB,UBT,Ubatuba Airport,Ubatuba,BR,-23.4410991669,-45.0755996704,America/Sao_Paulo
SDUN,ITP,Itaperuna Airport,Itaperuna,BR,-21.2192993164,-41.8759002686,America/Sao_Paulo
SDUO,QGS,Alagoinhas Airport,Alagoinhas,BR,-12.1751003265,-38.3801994324,America/Bahia
SDVG,VOT,Votuporanga Airport,Votuporanga,BR,-20.4631996155,-50.0045013428,America/Sao_Paulo
SDWQ,ALT,Alenquer Airport,Alenquer,BR,-1.916944,-54.722778,America/Santarem
SDYM,QGB,Limeira Airport,Limeira,BR,-22.603889,-47.411944,America/Sao_Paulo
SEAM,ATF,Chachoan Airport,Ambato,EC,-1.2120699883,-78.5746002197,America/Guayaquil
SECO,OCC,Francisco De Orellana Airport,Coca,EC,-0.4628860056,-76.9868011475,America/Guayaquil
SECU,CUE,Mariscal Lamar Airport,Cuenca,EC,-2.8894701004,-78.9843978882,America/Guayaquil
SEGS,GPS,Seymour Airport,Baltra,EC,-0.4537580013,-90.2658996582,Pacific/Galapagos
SEGU,GYE,Simon Bolivar International Airport,Guayaquil,EC,-2.15741992,-79.8835983276,America/Guayaquil
SEII,IBB,General Villamil Airport,Isabela,EC,-0.942628026,-90.9530029297,Pacific/Galapagos
SEJI,JIP,Jipijapa Airport,Jipijapa,EC,-1,-80.6666641235,America/Guayaquil
SELT,LTX,Cotopaxi International Airport,Latacunga,EC,-0.906832993,-78.6157989502,America/Guayaquil
SEMA,MRR,Jose Maria Velasco Ibarra Airport,Macara,EC,-4.3782300949,-79.9410018921,America/Guayaquil
SEMC,XMS,Coronel E Carvajal Airport,Macas,EC,-2.2991700172,-78.1207962036,America/Guayaquil
SEMH,MCH,General Manuel Serrano Airport,Machala,EC,-3.2688999176,-79.9616012573,America/Guayaquil
SEMT,MEC,Eloy Alfaro International Airport,Manta,EC,-0.9460780025,-80.6788024902,America/Guayaquil
SENL,LGQ,Nueva Loja Airport,Lago Agrio,EC,0.0930560008,-76.8675003052,America/Guayaquil
SEPT,PYO,Putumayo Airport,Puerto Putumayo,EC,0.0833330005,-75.9000015259,America/Guayaquil
SEPV,PVO,Reales Tamarindos Airport,Portoviejo,EC,-1.0416500568,-80.4721984863,America/Guayaquil
SEQM,UIO,Nuevo Aeropuerto Internacional Mariscal Sucre,Quito,EC,-0.1291666667,-78.3575,America/Guayaquil
SERO,ETR,Coronel Artilleria Victor Larrea Airport,Santa Rosa,EC,-3.4351599217,-79.9777984619,America/Guayaquil
SESA,SNC,General Ulpiano Paez Airport,Salinas,EC,-2.2049899101,-80.988899231,America/Guayaquil
SESC,SUQ,Sucua Airport,Sucua,EC,-2.4830000401,-78.1669998169,America/Guayaquil
SESM,PTZ,Rio Amazonas Airport,Shell Mera,EC,-1.5052399635,-78.0626983643,America/Guayaquil
SEST,SCY,San Cristobal Airport,San Cristobal,EC,-0.9102060199,-89.617401123,Pacific/Galapagos
SESV,BHA,Los Perales Airport,Bahia de Caraquez,EC,-0.6081110239,-80.4027023315,America/Guayaquil
SETH,TSC,Taisha Airport,Taisha,EC,-2.3816699982,-77.5027999878,America/Guayaquil
SETI,TPN,Tiputini Airport,Tiputini,EC,-0.7761110067,-75.5263977051,America/Guayaquil
SETM,LOH,Camilo Ponce Enriquez Airport,La Toma (Catamayo),EC,-3.9958899021,-79.3719024658,America/Guayaquil
SETN,ESM,General Rivadeneira Airport,Tachina,EC,0.9785190225,-79.6266021729,America/Guayaquil
SETR,TPC,Tarapoa Airport,Tarapoa,EC,-0.1229560003,-76.3377990723,America/Guayaquil
SETU,TUA,Teniente Coronel Luis a Mantilla Airport,Tulcan,EC,0.8095059991,-77.7080993652,America/Guayaquil
SFAL,PSY,Stanley Airport,Stanley,FK,-51.6856994629,-57.7775993347,Atlantic/Stanley
SGAS,ASU,Silvio Pettirossi International Airport,Asuncion,PY,-25.2399997711,-57.5200004578,America/Asuncion
SGAY,AYO,Juan De Ayolas Airport,Ayolas,PY,-27.3700008392,-56.8499984741,America/Asuncion
SGBN,BFA,Bahia Negra Airport,Bahia Negra,PY,-20.2245998383,-58.1791992188,America/Asuncion
SGCO,CIO,Teniente Col Carmelo Peralta Airport,Concepcion,PY,-23.4400005341,-57.4300003052,America/Asuncion
SGEN,ENO,Encarnacion Airport,Encarnacion,PY,-27.2999992371,-55.9099998474,America/Asuncion
SGES,AGT,Guarani International Airport,Ciudad del Este,PY,-25.4599990845,-54.8400001526,America/Asuncion
SGFI,FLM,Filadelfia Airport,Filadelfia,PY,-22.3600006104,-60.0499992371,America/Asuncion
SGME,ESG,Dr. Luis Maria Argana International Airport,Mariscal Estigarribia,PY,-22.0499992371,-60.6199989319,America/Asuncion
SGOL,OLK,Fuerte Olimpo Airport,Fuerte Olimpo,PY,-21.0452003479,-57.8824996948,America/Asuncion
SGPI,PIL,Carlos Miguel Gimenez Airport,Pilar,PY,-26.8799991608,-58.3199996948,America/Argentina/Cordoba
SGPJ,PJC,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,PY,-22.6399993896,-55.8300018311,America/Asuncion
SIAM,MSI,Fazenda Palmital Airport,Morro Agudo,BR,-20.6963996887,-48.2863998413,America/Sao_Paulo
SILC,LVR,Municipal Bom Futuro Airport,Lucas do Rio Verde,BR,-13.0378611111,-55.95025,America/Cuiaba
SIMK,FRC,Franca Airport,Franca,BR,-20.5921993256,-47.382900238,America/Sao_Paulo
SIZX,JUA,Juara Sul Airport,Juara,BR,-11.2866668701,-57.5388908386,America/Cuiaba
SJHG,CFO,Confresa Airport,Confresa,BR,-10.6344003677,-51.5635986328,America/Cuiaba
SJNP,NPR,Novo Progresso Airport,Novo Progresso,BR,-7.1258330345,-55.4008331299,America/Santarem
SJRG,RIG,Rio Grande Airport,Rio Grande,BR,-32.081699,-52.163299,America/Sao_Paulo
SKAC,ACR,Araracuara Airport,Araracuara,CO,-0.5833,-72.4083,America/Bogota
SKAD,ACD,Alcides Fernandez Airport,Acandi,CO,8.51667,-77.3,America/Bogota
SKAG,HAY,Aguachica Airport,Aguachica,CO,8.3,-73.6306,America/Bogota
SKAM,AFI,Amalfi Airport,Amalfi,CO,6.91667,-75.0667,America/Bogota
SKAN,ADN,Andes Airport,Andes,CO,5.66667,-75.8833,America/Bogota
SKAP,API,Gomez Nino Apiay Air Base,Apiay,CO,4.07607,-73.5627,America/Bogota
SKAR,AXM,El Eden Airport,Armenia,CO,4.45278,-75.7664,America/Bogota
SKAS,PUU,Tres De Mayo Airport,Puerto Asis,CO,0.505228,-76.5008,America/Bogota
SKBC,ELB,Las Flores Airport,El Banco,CO,9.04554,-73.9749,America/Bogota
SKBG,BGA,Palonegro Airport,Bucaramanga,CO,7.1265,-73.1848,America/Bogota
SKBO,BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469,America/Bogota
SKBQ,BAQ,Ernesto Cortissoz International Airport,Barranquilla,CO,10.8896,-74.7808,America/Bogota
SKBS,BSC,Jose Celestino Mutis Airport,Bahia Solano,CO,6.20292,-77.3947,America/Bogota
SKBU,BUN,Gerardo Tobar Lopez Airport,Buenaventura,CO,3.81963,-76.9898,America/Bogota
SKCA,CPB,Capurgana Airport,Capurgana,CO,8.63333,-77.35,America/Bogota
SKCC,CUC,Camilo Daza International Airport,Cucuta,CO,7.92757,-72.5115,America/Bogota
SKCD,COG,Mandinga Airport,Condoto,CO,5.08333,-76.7,America/Bogota
SKCG,CTG,Rafael Nunez International Airport,Cartagena,CO,10.4424,-75.513,America/Bogota
SKCI,CCO,Carimagua Airport,Puerto Lopez,CO,4.56417,-71.3364,America/Bogota
SKCL,CLO,Alfonso Bonilla Aragon International Airport,Cali,CO,3.54322,-76.3816,America/Bogota
SKCM,CIM,Cimitarra Airport,Cimitarra,CO,6.367,-73.967,America/Bogota
SKCN,RAV,Cravo Norte Airport,Cravo Norte,CO,6.31684,-70.2107,America/Bogota
SKCO,TCO,La Florida Airport,Tumaco,CO,1.81442,-78.7492,America/Bogota
SKCP,BHF,Cupica Airport,Bahia Solano,CO,6.691944,-77.477222,America/Bogota
SKCR,CUO,Caruru Airport,Caruru,CO,1.0136,-71.2961,America/Bogota
SKCU,CAQ,Juan H White Airport,Caucasia,CO,7.96847,-75.1985,America/Bogota
SKCV,CVE,Covenas Airport,Covenas,CO,9.40092,-75.6913,America/Bogota
SKCZ,CZU,Las Brujas Airport,Corozal,CO,9.33274,-75.2856,America/Bogota
SKEB,EBG,El Bagre Airport,El Bagre,CO,7.59647,-74.8089,America/Bogota
SKEJ,EJA,Yariguies Airport,Barrancabermeja,CO,7.02433,-73.8068,America/Bogota
SKFL,FLA,Gustavo Artunduaga Paredes Airport,Florencia,CO,1.58919,-75.5644,America/Bogota
SKFU,FDA,Fundacion Airport,Fundacion,CO,10.5333,-74.2,America/Bogota
SKGA,LGT,La Gaviota Airport,Unknown,CO,4.549722,-70.925,America/Bogota
SKGI,GIR,Santiago Vila Airport,Girardot,CO,4.27624,-74.7967,America/Bogota
SKGO,CRC,Santa Ana Airport,Cartago,CO,4.75818,-75.9557,America/Bogota
SKGP,GPI,Juan Casiano Airport,Guapi,CO,2.57013,-77.8986,America/Bogota
SKGZ,GLJ,Garzon La Jagua Airport,Garzon,CO,2.1464,-75.6944,America/Bogota
SKHA,CPL,Chaparral Airport,Chaparral,CO,3.717,-75.467,America/Bogota
SKHC,HTZ,Hato Corozal Airport,Hato Corozal,CO,6.15,-71.75,America/Bogota
SKIB,IBE,Perales Airport,Ibague,CO,4.42161,-75.1333,America/Bogota
SKIG,IGO,Chigorodo Airport,Chigorodo,CO,7.68038,-76.6865,America/Bogota
SKIP,IPI,San Luis Airport,Ipiales,CO,0.861925,-77.6718,America/Bogota
SKLC,APO,Antonio Roldan Betancourt Airport,Carepa,CO,7.81196,-76.7164,America/Bogota
SKLG,LQM,Caucaya Airport,Puerto Leguizamo,CO,-0.182278,-74.7708,America/Bogota
SKLM,MCJ,Jorge Isaac Airport,La Mina-Maicao,CO,11.2325,-72.4901,America/Bogota
SKLP,LPD,La Pedrera Airport,La Pedrera,CO,-1.32861,-69.5797,America/Bogota
SKLT,LET,Alfredo Vasquez Cobo International Airport,Leticia,CO,-4.19355,-69.9432,America/Bogota
SKMD,EOH,Enrique Olaya Herrera Airport,Medellin,CO,6.220549,-75.590582,America/Bogota
SKMF,MFS,Miraflores Airport,Miraflores,CO,1.35,-71.9444,America/Bogota
SKMG,MGN,Baracoa Airport,Magangue,CO,9.28474,-74.8461,America/Bogota
SKML,MTB,Montelibano Airport,Montelibano,CO,7.97174,-75.4325,America/Bogota
SKMP,MMP,San Bernardo Airport,Mompos,CO,9.25872,-74.438,America/Bogota
SKMR,MTR,Los Garzones Airport,Monteria,CO,8.82374,-75.8258,America/Bogota
SKMU,MVP,Fabio Alberto Leon Bentley Airport,Mitu,CO,1.25366,-70.2339,America/Bogota
SKMZ,MZL,La Nubia Airport,Manizales,CO,5.0296,-75.4647,America/Bogota
SKNC,NCI,Necocli Airport,Necocli,CO,8.45,-76.7833,America/Bogota
SKNQ,NQU,Reyes Murillo Airport,Nuqui,CO,5.6964,-77.2806,America/Bogota
SKNV,NVA,Benito Salas Airport,Neiva,CO,2.95015,-75.294,America/Bogota
SKOC,OCV,Aguas Claras Airport,Ocana,CO,8.31506,-73.3583,America/Bogota
SKOE,ORC,Orocue Airport,Orocue,CO,4.79222,-71.3564,America/Bogota
SKOT,OTU,Otu Airport,El Rhin,CO,7.01037,-74.7155,America/Bogota
SKPA,RON,Juan Jose Rondon Airport,Paipa,CO,5.76454,-73.1054,America/Bogota
SKPC,PCR,German Olano Airport,Puerto Carreno,CO,6.18472,-67.4932,America/Bogota
SKPD,PDA,Obando Airport,Puerto Inirida,CO,3.85353,-67.9062,America/Bogota
SKPE,PEI,Matecana International Airport,Pereira,CO,4.81267,-75.7395,America/Bogota
SKPI,PTX,Pitalito Airport,Pitalito,CO,1.85777,-76.0857,America/Bogota
SKPL,PLT,Plato Airport,Plato,CO,9.8,-74.7833,America/Bogota
SKPN,NAR,Puerto Nare Airport,Armenia,CO,6.21002,-74.5906,America/Bogota
SKPP,PPN,Guillermo Leon Valencia Airport,Popayan,CO,2.4544,-76.6093,America/Bogota
SKPQ,PQE,German Olano Air Base,La Dorada,CO,5.48361,-74.6574,America/Bogota
SKPR,PBE,Puerto Berrio Airport,Puerto Berrio,CO,6.46034,-74.4105,America/Bogota
SKPS,PSO,Antonio Narino Airport,Pasto,CO,1.39625,-77.2915,America/Bogota
SKPV,PVA,El Embrujo Airport,Providencia,CO,13.3569,-81.3583,America/Bogota
SKPZ,PZA,Paz De Ariporo Airport,Paz De Ariporo,CO,5.87615,-71.8866,America/Bogota
SKQU,MQU,Jose Celestino Mutis Airport,Mariquita,CO,5.21256,-74.8836,America/Bogota
SKRG,MDE,Jose Maria Cordova International Airport,Rionegro,CO,6.16454,-75.4231,America/Bogota
